No.,Target Azimuth,Target Elevation,Stimuli,HRTF type,Repetition,Player’s Azimuth,Player’s Elevation,Reaction Time,FlagMinus
268,60,30,PinkNoise,3D_Based,3,51.64999,-342.2,10.53833,0
269,0,0,Footstep,DL_Based,2,359.85,-332.05,12.68481,0
270,30,30,Footstep,DL_Based,1,27.55,-323.95,6.188965,0
271,180,0,PinkNoise,DL_Based,1,1.449986,-8.250041,15.55176,0
272,150,0,Footstep,Generic,3,147.6,-336.95,18.23486,0
273,120,0,Footstep,DL_Based,1,125.8,-339.85,5.455322,0
274,90,0,Footstep,DL_Based,4,266.2,-338.3,7.509766,1
275,60,0,PinkNoise,Generic,3,303.5,-340.1,10.27051,1
276,120,30,PinkNoise,DL_Based,4,124.8,-340.25,13.19189,0
277,180,0,PinkNoise,3D_Based,1,0.8500067,-339.05,9.416992,0
278,90,0,PinkNoise,3D_Based,4,84.50004,-2.500013,11.51123,0
279,60,0,PinkNoise,3D_Based,2,301.05,-4.400002,5.415283,1
280,90,0,PinkNoise,DL_Based,2,263.35,-4.349999,6.269043,1
281,60,30,PinkNoise,3D_Based,4,291.05,-1.85,7.709717,1
282,90,0,Footstep,DL_Based,3,104.8,-341.4,6.175781,0
283,0,30,PinkNoise,3D_Based,1,358.85,-352.1,12.49731,0
284,90,30,PinkNoise,3D_Based,2,262.1001,-4.900001,12.59155,1
285,30,30,PinkNoise,DL_Based,1,330.85,-1.550012,8.684326,1
286,60,0,Footstep,Generic,1,75.1,-337.4,6.842529,0
287,150,30,Footstep,Generic,1,152,-338.4,11.52368,0
288,150,30,Footstep,3D_Based,2,158.9,-340.05,5.749512,0
289,150,0,PinkNoise,DL_Based,2,38.74999,-355.35,7.549805,1
290,150,30,Footstep,Generic,4,216.75,-325.9,8.122314,1
291,150,0,Footstep,3D_Based,1,154.45,-337.9,6.776855,0
292,0,30,Footstep,DL_Based,1,5.55,-350.85,7.616455,0
293,60,30,PinkNoise,3D_Based,1,305.25,-354.4,4.961914,1
294,180,0,Footstep,3D_Based,2,8.950044,-358.7,13.5647,1
295,30,0,Footstep,Generic,2,338.15,-339.95,5.736084,1
296,0,0,PinkNoise,Generic,3,1.550001,-351.2,6.029053,1
297,60,30,Footstep,Generic,3,66.24996,-352.45,8.92334,0
298,90,30,Footstep,Generic,4,276.4,-324.4,6.255859,1
299,180,0,Footstep,Generic,3,186.7,-339.6,12.12378,1
300,90,0,PinkNoise,Generic,2,83.80002,-339.35,9.684326,0
301,90,30,PinkNoise,Generic,4,264.35,-324.35,7.616211,1
302,30,0,Footstep,Generic,3,326.75,-325.15,6.122803,1
303,180,30,PinkNoise,3D_Based,2,358.55,-324.15,10.33643,1
