No.,Target Azimuth,Target Elevation,Stimuli,HRTF type,Repetition,Player’s Azimuth,Player’s Elevation,Reaction Time,FlagMinus
141,30,0,PinkNoise,3D_Based,1,30.69999,-350.25,3.694824,0
142,90,30,Footstep,Generic,2,274.95,-338.1,8.723389,1
143,90,0,Footstep,DL_Based,1,270.5,-348.35,3.841064,1
144,150,30,Footstep,Generic,1,161.55,-339.15,4.428955,0
145,30,0,Footstep,3D_Based,1,32.09999,-351.45,3.547363,0
146,150,0,PinkNoise,Generic,1,221.25,-348.9,4.068848,1
147,180,30,PinkNoise,DL_Based,1,183.15,-340.05,8.216553,1
148,30,0,PinkNoise,3D_Based,2,30.85,-349.5,3.427979,0
149,180,30,Footstep,DL_Based,2,180.25,-349.15,11.41772,0
150,120,0,PinkNoise,DL_Based,2,239.85,-351.85,11.23096,1
151,30,30,PinkNoise,3D_Based,4,331.05,-343.8,3.801514,1
152,90,30,Footstep,3D_Based,2,265.6,-336.45,6.469238,1
153,60,0,Footstep,DL_Based,4,301.25,-341.5,8.950195,1
154,60,30,Footstep,Generic,2,63.49996,-344.75,10.15063,0
155,60,30,Footstep,DL_Based,1,60.29998,-338.1,4.680664,0
156,60,0,Footstep,3D_Based,2,296.4,-5.349997,3.975098,1
157,90,0,Footstep,DL_Based,4,272.2,-345.9,6.483398,1
158,120,30,Footstep,3D_Based,4,240,-336.2,5.05542,1
159,120,0,Footstep,Generic,3,124.1,-351.75,7.135986,0
160,120,0,PinkNoise,3D_Based,1,115.95,-351.3,15.11255,0
161,0,30,PinkNoise,DL_Based,3,359.5,-336.3,10.99097,0
162,30,30,Footstep,DL_Based,4,29.99998,-313.5,11.31104,0
163,150,0,PinkNoise,3D_Based,4,153.6,-337.85,10.36401,0
164,90,30,Footstep,DL_Based,3,89.54997,-326.7,13.81885,0
165,0,0,Footstep,DL_Based,3,1.35,-325.65,11.29761,0
166,30,30,PinkNoise,DL_Based,2,332.2,-328.8501,12.53735,1
167,30,30,PinkNoise,Generic,2,342.5,-331.05,5.789795,1
168,0,30,PinkNoise,3D_Based,2,4.150005,-317.05,15.11255,1
169,0,30,Footstep,3D_Based,2,56.95002,-349.2,2.521973,1
170,150,30,Footstep,DL_Based,2,149.3,-333.35,11.37793,0
171,120,0,PinkNoise,3D_Based,4,123.4,-338.95,4.293945,0
172,120,0,Footstep,3D_Based,1,240.45,-350.7,6.963623,1
173,0,0,PinkNoise,Generic,3,5.449999,-333.8,7.41626,1
174,0,30,PinkNoise,Generic,3,4.149998,-334.35,2.734375,1
175,120,30,Footstep,Generic,1,243.35,-326.6,9.830566,1
176,0,30,PinkNoise,Generic,1,6.949981,-327.8499,5.428711,1
177,180,30,PinkNoise,3D_Based,1,181.35,-318.85,12.40479,1
178,90,0,Footstep,3D_Based,1,268.75,-350.65,11.88452,1
179,30,30,Footstep,DL_Based,1,31.20001,-335.45,11.73804,0
180,30,0,PinkNoise,Generic,3,34.24997,-336.25,6.589111,0
181,120,0,Footstep,3D_Based,2,119.45,-350.1,5.775635,0
182,90,30,Footstep,Generic,4,275.9999,-304.95,20.87476,1
183,0,30,Footstep,Generic,3,1.699988,-318.8,9.402832,1
184,180,30,Footstep,Generic,1,183.7,-319.1,10.51074,1
185,120,30,Footstep,Generic,3,124.5,-312.7,14.04639,0
186,0,0,PinkNoise,3D_Based,4,5.149985,-327.8501,16.04614,0
187,90,0,PinkNoise,Generic,2,94.00002,-328.4,11.73755,0
188,120,30,Footstep,3D_Based,2,239.05,-324.0999,11.9917,1
189,0,0,PinkNoise,DL_Based,2,359.8,-318.1,8.723389,1
190,0,0,PinkNoise,3D_Based,1,3.050013,-332.2,7.629639,1
191,0,0,PinkNoise,3D_Based,3,9.049996,-329.6,6.189209,1
192,150,30,PinkNoise,DL_Based,4,153.55,-327.25,3.267822,0
193,180,30,Footstep,Generic,3,187.45,-326.65,6.282471,0
194,180,30,PinkNoise,DL_Based,3,180,-330.45,5.655518,0
195,60,30,Footstep,3D_Based,1,59.95,-327.35,3.694824,0
196,150,0,PinkNoise,3D_Based,3,206.1,-325.25,4.294922,1
197,60,0,Footstep,Generic,2,306,-346.5,4.615234,1
198,90,0,PinkNoise,Generic,4,96.09993,-334.5,8.656738,0
199,150,0,PinkNoise,3D_Based,1,207.5,-333.6,8.00293,1
200,120,30,PinkNoise,Generic,2,136.35,-333,2.640137,0
201,30,30,Footstep,3D_Based,3,29.14997,-320.5999,9.524658,0
202,90,0,Footstep,3D_Based,3,266.4,-348.1,8.136475,1
203,0,30,PinkNoise,DL_Based,4,6.449991,-330.8,11.41675,1
204,180,0,Footstep,DL_Based,1,177.5,-337.1,15.9939,1
205,150,0,Footstep,DL_Based,1,208.4,-335.1,7.642822,1
206,120,30,PinkNoise,Generic,3,240.3,-334,8.683594,1
207,30,0,Footstep,3D_Based,3,29.10001,-356.1,3.947998,0
208,60,30,Footstep,Generic,1,63.65002,-330.5,6.976318,0
209,30,0,Footstep,Generic,4,30.80002,-335.45,5.828857,0
210,150,0,Footstep,DL_Based,4,210.05,-341,9.202637,1
211,180,30,PinkNoise,3D_Based,4,178.75,-337.5,2.855225,1
212,0,30,Footstep,3D_Based,3,356.45,-327.55,6.509277,1
213,30,0,Footstep,DL_Based,2,32.45001,-338.45,10.68384,0
214,120,30,Footstep,DL_Based,1,122.65,-331.1,7.843506,0
215,150,0,PinkNoise,DL_Based,4,148.3,-358.9,10.69727,0
216,120,30,Footstep,DL_Based,2,237.65,-330.8,6.015869,1
217,30,0,PinkNoise,Generic,1,328.75,-335.6,8.575684,1
218,150,30,PinkNoise,DL_Based,3,210.35,-333.8,6.683594,1
219,180,30,PinkNoise,Generic,3,182.4,-328.05,11.60449,1
220,60,30,Footstep,3D_Based,4,61.29999,-339.55,4.89502,0
221,150,0,Footstep,3D_Based,4,210.55,-344.85,7.456055,1
222,180,0,Footstep,DL_Based,4,177.55,-338.4,11.71143,1
223,120,30,PinkNoise,Generic,1,238.9499,-328.8,10.72412,1
224,30,30,PinkNoise,Generic,4,323.1,-327.6,9.723877,1
225,90,30,PinkNoise,3D_Based,4,88.75002,-328.65,10.31079,0
226,90,0,Footstep,3D_Based,2,267.7,-333.4,7.522949,1
227,120,0,Footstep,DL_Based,3,237.3,-359.15,9.682617,1
228,30,30,PinkNoise,3D_Based,3,23.7,-335.7,7.709961,0
229,90,30,PinkNoise,3D_Based,3,85.25002,-334.65,7.190186,0
230,150,30,Footstep,3D_Based,2,146.25,-338.85,6.49585,0
231,0,0,Footstep,DL_Based,1,1.200016,-1.899997,12.76489,0
232,60,30,Footstep,DL_Based,2,301.9999,-336.35,12.09717,1
233,120,30,PinkNoise,3D_Based,3,240.25,-333.9999,9.191162,1
234,150,0,Footstep,DL_Based,2,147.35,-357.7,15.39258,0
235,60,0,Footstep,3D_Based,1,295.65,-336.5,9.550293,1
236,90,30,PinkNoise,3D_Based,1,274,-333.45,5.228027,1
237,180,30,PinkNoise,3D_Based,3,176.05,-330.95,6.483398,1
238,60,0,Footstep,DL_Based,2,59.95002,-334.0999,10.57739,0
239,90,30,Footstep,DL_Based,2,90.54996,-332.5,10.59082,0
240,150,0,PinkNoise,Generic,4,149.95,-342.85,8.896729,0
241,90,30,Footstep,3D_Based,3,87.75006,-334.35,6.922852,0
